BP.C.01	EFF.HE6.08	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.01 SOURCE (transcription)
BP.C.01	EFF.HE6.10	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.01 SOURCE (transcription)
BP.C.01	BP.B.01	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.01 DEPENDS
BP.C.01	BP.B.16	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.01 DEPENDS
BP.C.01	BP.B.20	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.01 DEPENDS
BP.C.01	BP.B.28	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.01 DEPENDS
BP.C.01	BP.B.34	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.01 DEPENDS
BP.C.02	EFF.HE6.10	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.02 SOURCE (transcription)
BP.C.02	EFF.HE6R1.18	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.02 SOURCE (transcription)
BP.C.02	BP.C.01	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.02 DEPENDS
BP.C.02	BP.B.14	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.02 DEPENDS
BP.C.02	BP.B.15	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.02 DEPENDS
BP.C.03	EFF.HE6.08	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.03 SOURCE (transcription)
BP.C.03	BP.C.01	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.03 DEPENDS
BP.C.03	BP.B.21	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.03 DEPENDS
BP.C.03	BP.B.25	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.03 DEPENDS
BP.C.03	BP.B.28	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.03 DEPENDS
BP.C.04	EFF.HE6.08	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.04 SOURCE (transcription)
BP.C.04	BP.C.01	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.04 DEPENDS
BP.C.04	BP.C.03	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.04 DEPENDS
BP.C.04	BP.B.22	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.04 DEPENDS
BP.C.04	BP.B.23	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.04 DEPENDS
BP.C.05	BP.C.01	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.05 DEPENDS
BP.C.05	BP.C.02	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.05 DEPENDS
BP.C.05	BP.C.06	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.05 DEPENDS
BP.C.05	BP.B.08	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.05 DEPENDS
BP.C.05	BP.B.11	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.05 DEPENDS
BP.C.05	BP.B.14	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.05 DEPENDS
BP.C.06	EFF.HE6.10	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.06 SOURCE (transcription)
BP.C.06	EFF.HE3.31	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.06 SOURCE (transcription)
BP.C.06	BP.C.01	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.06 DEPENDS
BP.C.06	BP.C.02	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.06 DEPENDS
BP.C.06	BP.B.02	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.06 DEPENDS
BP.C.06	BP.B.11	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.06 DEPENDS
BP.C.06	BP.B.14	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.06 DEPENDS
BP.C.07	EFF.HE6.10	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.07 SOURCE (transcription)
BP.C.07	BP.C.06	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.07 DEPENDS
BP.C.07	BP.B.16	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.07 DEPENDS
BP.C.07	BP.B.20	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.07 DEPENDS
BP.C.08	EFF.HE6.10	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.08 SOURCE (transcription)
BP.C.08	BP.C.06	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.08 DEPENDS
BP.C.08	BP.C.07	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.08 DEPENDS
BP.C.08	BP.B.17	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.08 DEPENDS
BP.C.09	EFF.HE6.14	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.09 SOURCE (transcription)
BP.C.09	EFF.HE6R1.18	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.09 SOURCE (transcription)
BP.C.09	BP.C.01	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.09 DEPENDS
BP.C.09	BP.C.03	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.09 DEPENDS
BP.C.10	EFF.HE6R1.16	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.10 SOURCE (transcription)
BP.C.10	EFF.HE6R1.18	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.10 SOURCE (transcription)
BP.C.10	EFF.HE6R1.06	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.10 SOURCE (transcription)
BP.C.10	EFF.HE6R1.08	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.10 SOURCE (transcription)
BP.C.10	BP.C.09	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.10 DEPENDS
BP.C.11	EFF.HE6R1.18	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.11 SOURCE (transcription)
BP.C.11	EFF.HE6R1.13	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.11 SOURCE (transcription)
BP.C.11	BP.C.06	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.11 DEPENDS
BP.C.11	BP.C.09	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.11 DEPENDS
BP.C.11	BP.B.02	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.11 DEPENDS
BP.C.12	EFF.HE6R1.18	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.12 SOURCE (transcription)
BP.C.12	BP.C.03	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.12 DEPENDS
BP.C.12	BP.C.04	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.12 DEPENDS
BP.C.12	BP.C.09	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.12 DEPENDS
BP.C.13	EFF.HE6.14	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.13 SOURCE (transcription)
BP.C.13	EFF.HE6.13	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.13 SOURCE (transcription)
BP.C.13	BP.C.01	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.13 DEPENDS
BP.C.13	BP.C.02	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.13 DEPENDS
BP.C.13	BP.C.09	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.13 DEPENDS
BP.C.13	BP.C.21	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.13 DEPENDS
BP.C.13	BP.B.02	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.13 DEPENDS
BP.C.14	EFF.HE6.14	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.14 SOURCE (transcription)
BP.C.14	EFF.HE6.13	stmt-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.14 SOURCE (transcription)
BP.C.14	BP.C.09	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.14 DEPENDS
BP.C.14	BP.C.10	proof-dep	C	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-C NODE C.14 DEPENDS
